Name,Industry,VAT number,Affiliate advertiser ID,External ID,Labels
Kiinteistö-Pentti Oy54004,,FI1099356,54004,,
Kiinteistöpori Oy Airi Vuorisalo LKV32889,,FI16385099,32889,,
Kiinteistöpori Oy Airi Vuorisalo LKV51334,,FI16385099,51334,,
Kiinteistö-Tahkola Oulu Oy53104,,FI5035050,53104,,
Kiinteistötoimisto Anneli Vainioranta ky51429,,FI3655328,51429,,
Kiinteistötoimisto Asko Vainio Ky51084,,FI8541362,51084,,
Kiinteistötoimisto J. Jakosuo Ky38221,,FI7771414,38221,,
Kiinteistötoimisto Kätkänaho Oy50408,,FI4609024,50408,,
Kiinteistötoimisto Matti Korhonen Oy35065,,FI6587105,35065,,
Kiinteistötoimisto Pekka Mustajärvi LKV38230,,FI11197988,38230,,
Kiinteistötoimisto Seppo Leuku Oy LKV37529,,FI8085125,37529,,
Kiinteistötoimisto Seppo Leuku Oy LKV37532,,FI8085125,37532,,
Kiinteistötuulet50407,,FI19058202,50407,,
Kiinteistötyö maahiset Oy53438,,FI17815054,53438,,
Kiinteistö-Vesasto Oy LKV37513,,FI10421968,37513,,
Kiinteistövälitys Ari Nevalainen Oy38228,,FI9417478,38228,,
Kiinteistövälitys Etelä-Päijänne Oy51427,,FI10525812,51427,,
Kiinteistövälitys Maija Manninen Ky38115,,FI15024072,38115,,
Kiinteistövälitys Oy Koditar LKV38063,,FI19137277,38063,,
Kiinteistövälitys Soolo Oy LKV37524,,FI20124334,37524,,
Kiisan-Pirtti Oy24927,,FI2990001,24927,,
Kiitolinja Oy5970,,FI20445840,5970,,
Kikoku Oy55190,,FI22396034,55190,,
Kilpisjärven Retkeilykeskus Oy50380,,FI11035743,50380,,
Kimmo Lehtonen Oy37122,,FI10565515,37122,,
Kimmo Lehtonen Oy50778,,FI10565515,50778,,
King Oy28820,,FI18403369,28820,,
King's Crown Oy56043,,FI24252747,56043,,
Kingspan Insulation Oy18720,,FI19316742,18720,,
Kingspan Insulation Oy20742,,FI19316742,20742,,
Kinnarps Oy13581,,FI7892494,13581,,
Kinnikoti Oy51119,,FI22371830,51119,,
Kinnusen Mylly Oy55976,,FI1901513,55976,,
KINO 123 Oy55737,,FI24212999,55737,,
Kinocompany Finland Oy50538,,FI20475441,50538,,
Kinomo741,,FI17939671,741,,
Kinoproduction Oy16935,,FI2371251,16935,,
Kinosto Oy54454,,FI19492228,54454,,
Kinotar Oy29987,,FI24975929,29987,,
Kiosked Oy Ab55837,,FI23680926,55837,,
KIPA osuuskunta4472,,FI5839374,4472,,
Kirami Oy35484,,FI17074452,35484,,
Kirena Oy17792,,FI7781145,17792,,
Kirjakauppa Knut Posse Oy22631,,FI6938569,22631,,
Kirjamedia Oy57326,,FI3468100,57326,,
Kirjapaino Kari Ky20983,,FI1742436,20983,,
Kirjapaino Kari Ky56023,,FI1742436,56023,,
Kirjuriluodon Kesäravintola Oy56619,,FI24152877,56619,,
Kirkkonummen kunta37192,,FI2031070,37192,,
Kirkkonummen sisäurheiluhalli Oy50764,,FI19004167,50764,,
Kirkon Keskusrahasto30406,,FI1189503,30406,,
Kirkon tiedotuskeskus32209,,FI1189503,32209,,
Kirkon Ulkomaanavun säätiö28470,,FI9984544,28470,,
Kisakalliosäätiö29756,,FI1287568,29756,,
Kitchennet Oy52087,,FI22585548,52087,,
Kiteen Eläinpuisto Oy21158,,FI18455265,21158,,
Kiteen Foto-Piste Oy10084,,FI6065665,10084,,
Kiteen Huonekalutehdas Oy55327,,FI8364546,55327,,
Kitinkannus ry36261,,FI7331494,36261,,
Kittilän kunta24154,,FI1914066,24154,,
Kiuruveden Iskelmä Oy26927,,FI18330331,26927,,
Kiuruveden Iskelmä Oy53743,,FI18330331,53743,,
Kiuruveden kaupunki27914,,FI1708430,27914,,
Kiuruvesi Lehti Oy51173,,FI23294742,51173,,
Kivapiha Tuotteet Oy51511,,FI21550079,51511,,
Kivihaan Auto Oy33381,,FI8502558,33381,,
Kivikylän kotipalvaamo Oy29174,,FI9138946,29174,,
Kiviniityn Auto- ja Maatalouskonehuolto Oy56088,,FI2975821,56088,,
Kivipyllerö Oy55332,,FI21102444,55332,,
Kivisaaren Mini-Mani Oy35168,,FI6241657,35168,,
Kixit Oy34137,,FI21730758,34137,,
KK Production32963,,FI18518721,32963,,
KK Valmennuskeskus Oy9909,,FI22166482,9909,,
KK Valmennuskeskus Oy37509,,FI22166482,37509,,
K-kauppiasliitto ry2379,,FI2023345,2379,,
K-Kenkä Jouppi32720,,FI6725133,32720,,
K-kenkä Kouvola33353,,FI10550620,33353,,
K-Kenkä Lappeenranta32157,,FI1617483,32157,,
K-Kenkä Tampere ja Lempäälä29569,,FI9834351,29569,,
K-Kenkä Tornio51898,,FI14761417,51898,,
KKK-Vihannes Oy37923,,FI6593847,37923,,
KK-Neliöt Oy37661,,FI8880970,37661,,
KK-Sisustus Oy56291,,FI23949518,56291,,
KK-Verve Oy38006,,FI23767407,38006,,
Klaffi Tuotannot Oy876,,FI10376538,876,,
Klaffi Tuotannot Oy24986,,FI10376538,24986,,
Klaffi Tuotannot Oy36766,,FI10376538,36766,,
Klamilan Seutu ry22763,,FI10074572,22763,,
Klikkicom Oy32376,,FI17870897,32376,,
KL-Kopio Oy51101,,FI9519810,51101,,
Klok Creative Agency Oy53652,,FI22887431,53652,,
Klubben Sport Finland Oy54699,,FI22445895,54699,,
Kluu Oy52657,,FI21067917,52657,,
Kluuvin Pasaasin Yrittäjäyhdistys ry28785,,FI8142265,28785,,
KL-Varaosat Oy55898,,FI6332284,55898,,
KM Sport Consultant Oy36810,,FI7286144,36810,,
K-MAATALOUS2117,,FI16378702,2117,,
K-maatalous Kuopio28366,,FI16378702,28366,,
K-market HerkkuKirsikka56091,,FI7752096,56091,,
K-market Jounin Kauppa37995,,FI4267247,37995,,
K-market Kotikontu34158,,FI18732285,34158,,
KMG Turku33735,,FI15150239,33735,,
Knauf Oy32489,,FI9212712,32489,,
Knief Investment Oy55014,,FI23682139,55014,,
Kodak Oy1262,,FI1240487,1262,,
Kodikas Keittiö avoin yhtiö Nurmi56556,,FI8617937,56556,,
Kodin Kukat Oy Juha Toikka55063,,FI14390898,55063,,
Kodin Laatukalustajat A & T Oy54621,,FI21534052,54621,,
Kodin Laatuvälitys Oy Lkv51815,,FI20143471,51815,,
Kodin Ykkönen/Tampere25697,,FI5766873,25697,,
Kodinavux Oy32509,,FI9683813,32509,,
Kodinkone Apaja Oy29167,,FI16234370,29167,,
Kodinkoneklinikka veljekset Stenroos Oy34178,,FI18849037,34178,,
KodinOnni Kuopio Oy LKV37538,,FI10198436,37538,,
KodinOnni Kuopio Oy LKV55169,,FI10198436,55169,,
Kodintekniikka Mattila Oy31912,,FI15898597,31912,,
Kodinvaihtopalvelu Luotonen & Mikama LKV50702,,FI18847971,50702,,
Kodisoja-Yhtiö Oy26271,,FI7408236,26271,,
Kofeiinikomppania Oy56112,,FI23693532,56112,,
Koillismaan Osuuskauppa25935,,FI1863991,25935,,
Koillismaan Osuuskauppa8181,,FI2123290,8181,,
Koillis-Optiikka Oy57908,,FI1916088,57908,,
Koillis-Savon Seudun OP-Kiinteistökeskus Oy53063,,FI23545492,53063,,
Koiramäen Pajutalli Oy33675,,FI18746142,33675,,
Koirankauppa Oy55560,,FI22646670,55560,,
Koiso Oy17646,,FI1542215,17646,,
Koivumäen Kartano Oy51933,,FI22060805,51933,,
KOIVUNEN & KOSKENSALO OY55135,,FI22750208,55135,,
Koivunen Oy2295,,FI1101110,2295,,
Koja-Yhtiöt Oy55533,,FI7282629,55533,,
Koju Film Company Oy56054,,FI24835969,56054,,
Kokemäen kaupunki56649,,FI2039259,56649,,
Kokemäen Lämpö Oy55158,,FI4762520,55158,,
Kokkolan Asuntomarkkinointi Oy51486,,FI8895996,51486,,
Kokkolan Halpa-Halli Oy962,,FI9552207,962,,
Kokkolan Halpa-Halli Oy12460,,FI9552207,12460,,
Kokkolan kaupunginteatterin kannatusyhdistys ry15189,,FI9499389,15189,,
Kokkolan kaupunki23731,,FI1793778,23731,,
Kokkolan kaupunki56027,,FI1793778,56027,,
Kokkolan Kodit Oy Ab55020,,FI24419519,55020,,
Kokkolan Lasi ja Tarvike Oy54364,,FI6286919,54364,,
Kokkolan Matkailu Oy20909,,FI7000783,20909,,
Kokkolan Mini-Mani Oy57916,,FI9843880,57916,,
Kokkolan OP-Kiinteistökeskus Oy37775,,FI1792409,37775,,
Kokkolan Orkesteriyhdistys ry31327,,FI2089248,31327,,
Kokkolan Talviharmonikka ry58015,,FI18143106,58015,,
Kokkolan Työkaluässä Avoin yhtiö55133,,FI10272560,55133,,
Kokkolanseudun Kehitys Oy28472,,FI17989046,28472,,
Kokoomuksen Nuorten liitto ry31590,,FI2135355,31590,,
Kokoomus/Marko Hoikkaniemi53413,,FI24606672,53413,,
Kolarin kunta28383,,FI1915288,28383,,
KollanPojat Oy36921,,FI6161585,36921,,
Kolmas Kattaus Oy56171,,FI24110490,56171,,
Kolme Muskettikoiraa Oy55817,,FI24731289,55817,,
Kolmen Sähkö Oy54149,,FI1726866,54149,,
Kolmiokirja Oy7962,,FI4779963,7962,,
Kolmosvälitys Oy51473,,FI9974178,51473,,
Komake Oy52699,,FI18064109,52699,,
Komia Helsinki Oy3110,,FI6888362,3110,,
Konditoria Malmberg Oy58232,,FI7123687,58232,,
KONE Hissit Oy35556,,FI19042921,35556,,
Kone Makkonen Oy50994,,FI8818958,50994,,
Kone-Akro Oy18289,,FI4513671,18289,,
Konecon Oy52113,,FI21969435,52113,,
Konecranes Abp54628,,FI9427182,54628,,
Kone-Glans Oy32784,,FI1392843,32784,,
Konehuolto Oikarinen Oy54452,,FI14394944,54452,,
Konehuolto Toppinen Oy51117,,FI3985861,51117,,
Kone-Jönnit Oy55732,,FI8844136,55732,,
Kone-Kauppi Oy58138,,FI20877360,58138,,
Konekesko Oy29730,,FI1098629,29730,,
KONEKESKO OY2121,,FI17085899,2121,,
Konekesko Oy/ Termalin55877,,FI17085899,55877,,
Konekeskus Mikola Ky54858,,FI7002914,54858,,
Konekotka Ky51265,,FI8501424,51265,,
Konekuutio Oy56545,,FI9638975,56545,,
Koneliike Ikonen Oy54609,,FI4578352,54609,,
Koneliike Korteniemi Oy13570,,FI18514376,13570,,
Koneliike Olenius Oy29355,,FI23793701,29355,,
Kone-Minna Ky54842,,FI14917792,54842,,
Koneosapalvelu Oy Aliranta55917,,FI1577936,55917,,
Konepalvelu J. Nietula Ky37973,,FI20470472,37973,,
Konesolmu Oy54237,,FI11092545,54237,,
KoneSuni Oy34698,,FI20291431,34698,,
Konetoimi Oy Turku5998,,FI10841591,5998,,
Koneurakointi A&E Niemi Oy34405,,FI19807875,34405,,
KoneVasara Oy55980,,FI23951175,55980,,
Koneveijarit Oy56306,,FI7264957,56306,,
Koneveisto Rautio Oy21004,,FI1656378,21004,,
Kone-Viitasalo Oy28764,,FI4147712,28764,,
Konferenssi- ja Markkinointipalvelu KONFFA Oy36928,,FI20587478,36928,,
Konica Minolta Business Solutions Finland Oy2704,,FI1137471,2704,,
Koninklijke Luchtvaart Maatschappij N.V.14883,,FI2924928,14883,,
Konneveden kunta19008,,FI1762277,19008,,
Konserni: Kekäle Oy9528,,FI1744386,9528,,
KONSERNI: Tarttis Oy9540,,FI5987529,9540,,
Konserni: Wetteri Oy9539,,FI18146059,9539,,
Konsolinet Oy35562,,FI19176540,35562,,
Konsulttitoimisto Seppo Hoffrén Oy Consultancy32707,,FI4517541,32707,,
Kontaktia Oy24926,,FI10300488,24926,,
Kontiolahden Urheilijat ry23394,,FI8029609,23394,,
Kontion Konditoria Oy21402,,FI8780048,21402,,
Kontiotuote Oy1465,,FI2430557,1465,,
Kontiowood Oy14668,,FI24389823,14668,,
Konttinen-Kultavirta Oy12537,,FI2105594,12537,,
Konttinen-Kultavirta Oy27736,,FI2105594,27736,,
Konttinen-Kultavirta Oy54974,,FI2105594,54974,,
Konttorikolmio Oy56081,,FI8766465,56081,,
Konttorimix Oy35702,,FI20110629,35702,,
KONTVA-ASENNUSLATTIA OY37127,,FI8049431,37127,,
Koobra Oy33377,,FI18150138,33377,,
Koodiviidakko Oy51378,,FI19399621,51378,,
Kookenkä Isokarhu Pori13693,,FI10883601,13693,,
KooKenkä Jyväskylä12500,,FI17398879,12500,,
KooKenkä Kuopio33736,,FI18126226,33736,,
Kookenkä Lahti33354,,FI19691112,33354,,
Kookenkä Rewell Center32393,,FI10244121,32393,,
Kookenkä Tampere Turtola50350,,FI14496633,50350,,
Koopa Oy56053,,FI23059099,56053,,
Kopiosto ry6751,,FI4147552,6751,,
Kopli Oy32250,,FI9714341,32250,,
Korhonen Oy Tili- ja kiinteistötoimisto50199,,FI1852942,50199,,
Kori Group Oy56605,,FI24704985,56605,,
Korjaamo Group Oy28907,,FI21061849,28907,,
Korjaamo Group Oy35121,,FI21061849,35121,,
Korpela Paper Ky28342,,FI1341448,28342,,
Korpelan Puutarha Oy29722,,FI7725434,29722,,
Korpelan Voima kuntayhtymä54863,,FI1784644,54863,,
Korsholms kommun26902,,FI1811016,26902,,
Korsisaari Oy58162,,FI3462817,58162,,
Korson Veto ry58124,,FI1971140,58124,,
Kortepohjan matkailualue Oy26382,,FI10853445,26382,,
Korvenkylän Nuorisoseura ry34032,,FI1632261,34032,,
Kosila Digimedia36658,,FI1981656,36658,,
Kosken Metalli Oy32020,,FI1588969,32020,,
Koskenpään Huopatehdas Oy27041,,FI1757267,27041,,
Koskikeskuksen Asuntopalvelu Oy37730,,FI9258438,37730,,
Koskikeskuksen Asuntopalvelu Oy55663,,FI9258438,55663,,
Koski-Laiva Oy28392,,FI10674455,28392,,
Koskilinjat Oy7967,,FI1872855,7967,,
Koskipanimo Oy58072,,FI9686635,58072,,
Koskisen Oy3552,,FI2155815,3552,,
Koskisen Oy31459,,FI2155815,31459,,
Kosto-uistin Oy55530,,FI7449628,55530,,
Koti Kontto Oy50650,,FI21839585,50650,,
Koti-Finanssi Oy54732,,FI22041022,54732,,
Kotihelmi Oy51090,,FI22750515,51090,,
Kotihotelli Oy53275,,FI21435441,53275,,
Koti-In Oy36820,,FI7072787,36820,,
Kotijoukkue Start I Oy51599,,FI23005058,51599,,
Kotijoukkue Start III Oy53060,,FI23466671,53060,,
Koti-Kalustamo Oy21228,,FI22052418,21228,,
KOTILAAKSO OY24321,,FI5312441,24321,,
Kotileipomo Siiskonen Oy54427,,FI17280360,54427,,
Kotilinkki Oy53897,,FI10518786,53897,,
Kotimaa Oy2240,,FI2135611,2240,,
Kotimaa Oy5976,,FI2135611,5976,,
Kotimaailma Suomi Oy37848,,FI20989530,37848,,
Kotimaan Energia Oy50148,,FI19511716,50148,,
Kotimaiset Kasvikset Ry1397,,FI8163154,1397,,
Kotimaiset Kasvikset Ry24817,,FI8163154,24817,,
Kotimökki Oy50696,,FI6668423,50696,,
Kotineliö Oy LKV50281,,FI19779560,50281,,
Kotipizza Markkinointiosuuskunta4756,,FI14494718,4756,,
Kotipizza Markkinointiosuuskunta51763,,FI14494718,51763,,
KOTIPIZZA OYJ22703,,FI5484833,22703,,
Kotipysäkki Oy32075,,FI21968264,32075,,
Kotipysäkki Oy50560,,FI21968264,50560,,
Kotirinki Oy34273,,FI17842933,34273,,
Kotisairaala Luotsi Oy52804,,FI22251767,52804,,
Koti-Siili Oy26498,,FI9438797,26498,,
Kotitie Oy LKV53774,,FI23995987,53774,,
Kotivara Oy14514,,FI1872871,14514,,
Kotka Maretarium Oy25097,,FI16522540,25097,,
Kotkan 6. Kontio apteekki37987,,FI19195186,37987,,
Kotkan Autoklinikka Ky38147,,FI15391630,38147,,
Kotkan Energia Oy14583,,FI17788631,14583,,
Kotkan Futis Oy55300,,FI16510654,55300,,
Kotkan II Uusi Apteekki34379,,FI18586185,34379,,
Kotkan Kauppatie ry36158,,FI20859752,36158,,
Kotkan Kaupunginteatteri Oy19215,,FI1598980,19215,,
Kotkan kaupunki27336,,FI1602257,27336,,
Kotkan kaupunki27896,,FI1602257,27896,,
Kotkan kaupunki34444,,FI1602257,34444,,
Kotkan kaupunki36201,,FI1602257,36201,,
Kotkan Keilailuliitto ry50763,,FI2184050,50763,,
Kotkan Kiinteistökeskus Oy38107,,FI18718723,38107,,
Kotkan Kiinteistökeskus Oy54352,,FI18718723,54352,,
Kotkan Laatukoti Oy37692,,FI20419802,37692,,
Kotkan Laatukoti Oy54920,,FI20419802,54920,,
Kotkan Lääkärikeskus Oy28621,,FI1599094,28621,,
Kotkan Nahkatukku Oy58182,,FI2065385,58182,,
Kotkan Saaristomatkailut Oy37996,,FI19201099,37996,,
Kotkan Sportpiste Ky23700,,FI90661397,23700,,
Kotkan Työväen Palloilijat Ry14441,,FI3568937,14441,,
KOTKAN VII APTEEKKI37988,,FI12069961,37988,,
Kotkan-Haminan seudun koulutuskuntayhtymä55749,,FI19586945,55749,,
Koukkupaja Oy55098,,FI22826487,55098,,
Koululiikuntaliitto KLL Ry55094,,FI2172295,55094,,
Koulumaa Oy57896,,FI21603484,57896,,
Koulutuspalvelu Aurinkoiset Asenteet Oy19995,,FI9874599,19995,,
Kouvola Innovation Oy24916,,FI1610759,24916,,
Kouvolan Asunnot Oy51523,,FI5127668,51523,,
Kouvolan Autosompa Oy20185,,FI15892259,20185,,
Kouvolan edustuskiekko Ry52501,,FI20012789,52501,,
Kouvolan I apteekki50959,,FI19766081,50959,,
Kouvolan kaupunki29818,,FI1610759,29818,,
Kouvolan kaupunki28761,,FI22357385,28761,,
"Kouvolan kaupunki, Konsernipalvelut2607",,FI1610759,2607,,
Kouvolan K-Rauta33351,,FI7208701,33351,,
Kouvolan Lakritsi Oy21390,,FI14984629,21390,,
Kouvolan Luontaistuote Oy55719,,FI6715197,55719,,
Kouvolan Lääkäriasema Ky16558,,FI1607146,16558,,
Kouvolan Matkatoimisto Oy29940,,FI6386661,29940,,
Kouvolan Pukimo Oy12744,,FI1609061,12744,,
Kouvolan Putkityö Oy54661,,FI9399767,54661,,
Kouvolan Äänipalvelut Oy56379,,FI21608496,56379,,
Kovanen Yhtiöt Oy5495,,FI23470929,5495,,
Koveron Sampo Oy36665,,FI21690215,36665,,
Koy Ideapark Ab34775,,FI18578249,34775,,
K-Plus Oy50068,,FI1098628,50068,,
KP-MEDIA OY13450,,FI7086556,13450,,
KPMG Oy Ab30157,,FI18054859,30157,,
KP-Tekno Oy29565,,FI9054603,29565,,
K-rauta 7529083,,FI9737623,29083,,
K-rauta Espoon keskus34652,,FI10086637,34652,,
K-Rauta Hyvinkää54876,,FI2429783,54876,,
K-rauta Järvenpää54877,,FI20433567,54877,,
K-rauta Kirkkonummi54879,,FI24533688,54879,,
K-rauta Kotka33350,,FI17092984,33350,,
K-Rauta Kuninkoja32654,,FI19947368,32654,,
K-rauta Kuopio10179,,FI1709513,10179,,
K-rauta Lahti33352,,FI10578121,33352,,
K-rauta Lanterna34653,,FI9738175,34653,,
K-Rauta Lappeenranta10762,,FI10283745,10762,,
K-Rauta Lielahti18782,,FI10123207,18782,,
K-Rauta Lohja54880,,FI20204617,54880,,
K-Rauta Masa13580,,FI9374842,13580,,
K-Rauta Mikkeli55185,,FI15486576,55185,,
K-rauta Oulunkylä34655,,FI1771771,34655,,
K-Rauta Palokka26585,,FI1771771,26585,,
K-Rauta Porvoo54875,,FI20803572,54875,,
K-rauta Rauta-Otra Nekala6755,,FI6772925,6755,,
K-Rauta Rautapertti21448,,FI10913401,21448,,
K-rauta Rovaniemi11525,,FI14656668,11525,,
K-rauta Ruoholahti24505,,FI15627543,24505,,
K-rauta Savonlinna55210,,FI24538999,55210,,
K-Rauta Tourutorni7239,,FI10017498,7239,,
K-Rauta Tourutorni54989,,FI20803564,54989,,
K-Rauta Vaasa51877,,FI22385482,51877,,
K-rauta Vantaanportti34651,,FI10599563,34651,,
K-Rauta Välivainio26025,,FI14577791,26025,,
K-Rauta Äimärautio8194,,FI15888663,8194,,
KreeVia Ympäristöpalvelu Oy24763,,FI10402134,24763,,
Kristalli-Filmi Oy395,,FI7095647,395,,
Kristillinen Media Oy26834,,FI10581419,26834,,
Kristina Cruises Oy4576,,FI5841482,4576,,
Kristinestad stad23881,,FI2165095,23881,,
Kritima Oy53687,,FI23538081,53687,,
KRM Kenkä Oy50211,,FI22697638,50211,,
Kroma Productions Oy30408,,FI9511755,30408,,
Kronoby kommun52632,,FI1800659,52632,,
KRP-Hallimyymälä Oy54383,,FI8458016,54383,,
Kruda56111,,FI25084968,56111,,
Krunex Oy53008,,FI15429387,53008,,
Krunni Tuotanto Oy34973,,FI20502331,34973,,
Kruunuasunnot Oy51759,,FI15449513,51759,,
Kruunukaluste Oy6031,,FI23548925,6031,,
Kruunukaluste Oy32781,,FI23548925,32781,,
Kruunukaluste Oy54946,,FI23548925,54946,,
KruunuKoti Oy38315,,FI22470388,38315,,
KruunuKoti Oy56012,,FI22470388,56012,,
Kruunupuisto Oy37131,,FI20411747,37131,,
Kråklund Records Oy35081,,FI8727677,35081,,
KS Fashion Oy55807,,FI24146813,55807,,
KS Koti ja Sijoitus Oy37706,,FI2061341,37706,,
K-S Kotiapu Oy53407,,FI9734641,53407,,
K-S Kuvapolku Oy32882,,FI19745002,32882,,
KSF Media Ab8237,,FI21372401,8237,,
KSF Media Ab14141,,FI21372401,14141,,
KSF Media Ab50193,,FI21372401,50193,,
KSF Sport Oy57779,,FI25540978,57779,,
KSo Systems Oy37738,,FI19165382,37738,,
KSS ENERGIA OY24619,,FI8775118,24619,,
K-SUPERMARKET / VARSINAIS-SUOMI29718,,FI16366779,29718,,
K-Supermarket Ahtiala57841,,FI25823951,57841,,
K-supermarket Annika17708,,FI15213420,17708,,
K-supermarket Ellen51527,,FI09576866,51527,,
K-Supermarket Eteläkeskus57885,,FI10474349,57885,,
K-supermarket Eväskontti55496,,FI15317887,55496,,
K-supermarket Hansa55673,,FI1098628,55673,,
K-Supermarket Hertta50065,,FI14477029,50065,,
K-supermarket Hirvensalo32737,,FI16428167,32737,,
K-Supermarket Isolinna22836,,FI14770604,22836,,
K-Supermarket Joutjärvi57843,,FI25540564,57843,,
K-Supermarket Joutsensilta26320,,FI1098628,26320,,
K-supermarket Kauppapaikka13883,,FI9863312,13883,,
K-Supermarket Kivikukkaro25571,,FI19345797,25571,,
K-supermarket Kontumarket50064,,FI8959363,50064,,
K-supermarket Lehmo55498,,FI19100159,55498,,
K-Supermarket Lutakko56725,,FI23268325,56725,,
K-Supermarket Länsiportti5768,,FI09460433,5768,,
K-Supermarket Länsiväylä26307,,FI20327326,26307,,
K-Supermarket Manhattan26269,,FI8858079,26269,,
K-supermarket Mankkaa50267,,FI9852664,50267,,
K-supermarket Mesikka55495,,FI15837524,55495,,
K-supermarket Metropol55497,,FI23890659,55497,,
K-supermarket Mynämäki38154,,FI18743101,38154,,
K-Supermarket Nastola57839,,FI22760027,57839,,
K-Supermarket Orimattila51498,,FI16443674,51498,,
K-supermarket Paimio32736,,FI20052158,32736,,
K-supermarket RaisioCenter22672,,FI6406941,22672,,
K-supermarket Reimari32730,,FI16051291,32730,,
K-supermarket Runosmäki32732,,FI15437897,32732,,
K-Supermarket RuokaCenter22640,,FI17474923,22640,,
K-Supermarket Ruokapori20868,,FI9460433,20868,,
K-Supermarket Salpaus51494,,FI23834534,51494,,
K-supermarket Seilori50266,,FI7934375,50266,,
K-supermarket Trio56388,,FI25142881,56388,,
K-supermarket Ukko-Pekka32038,,FI15117332,32038,,
K-supermarket Veljmies Kuopio4288,,FI10059161,4288,,
K-Supermarket Välivainio55907,,FI16420368,55907,,
K-Supermarket Ykkönen54606,,FI22163396,54606,,
K-supermarket Yliveto50265,,FI19250210,50265,,
KT Interior Oy35928,,FI2015142,35928,,
KTC Group Oy50368,,FI23936661,50368,,
KTC Kujala Trade Company Oy34202,,FI10887055,34202,,
KTM Nordic Oy34831,,FI19767367,34831,,
KTROY Kivääritehtaan -Ratkaisut Osakeyhtiö37163,,FI19370255,37163,,
Kuhmoisten kunta52046,,FI1763579,52046,,
Kuhmon kaupunki7974,,FI1862040,7974,,
Kuhmon Laatukone Oy55121,,FI18059182,55121,,
Kuhmon Musiikkiyhdistys ry20596,,FI5035069,20596,,
Kuhmon Väri Ky27139,,FI7941823,27139,,
Kuiko Ky54107,,FI19431214,54107,,
Kuiskaaja Oy51534,,FI15798430,51534,,
Kuiva-Kaluste Oy54419,,FI20417719,54419,,
Kuivaniemen Merihelmi Oy28263,,FI24253344,28263,,
Kukka- ja eläinpuisto Escurial Ky56615,,FI6793339,56615,,
Kukka-Aroset Ky55891,,FI23992743,55891,,
Kukkakauppa ja Hautauspalvelu Mikko Kinnunen Ky55629,,FI5236637,55629,,
Kukkakauppa Kanerva Ky53135,,FI16335016,53135,,
Kukkakauppa Laineen kukka37891,,FI24304551,37891,,
Kukkakauppa Silmu Ky56093,,FI22555963,56093,,
Kukkari Oy52192,,FI2982896,52192,,
Kukkola-Yhtiöt Oy50094,,FI5820278,50094,,
Kuljetus J Haverinen Oy34582,,FI15905080,34582,,
Kuljetus Kovalainen Oy55795,,FI10001998,55795,,
Kuljetus Raimo Tuomainen Oy34708,,FI10848806,34708,,
Kuljetus Welin Oy24322,,FI6001960,24322,,
Kuljetusliike Gunn Oy32092,,FI5216572,32092,,
KULJETUSLIIKE J JA R LAATIKAINEN KY57163,,FI6178643,57163,,
Kuljetusliike Jari Sillanpää50784,,FI11138523,50784,,
Kuljetusliike Kujala & Muuri55156,,FI20191211,55156,,
Kullo Gård28391,,FI9972332,28391,,
Kulmakolmio Oy37698,,FI10339948,37698,,
Kulta Nalle Oy30876,,FI20037820,30876,,
Kulta Ropo Ky25920,,FI7060823,25920,,
Kulta365 Oy54958,,FI23533344,54958,,
Kulta-Center Jokela Oy51451,,FI1666613,51451,,
Kulta-Galleria Ailio Oy6036,,FI2518583,6036,,
Kultainen Hanhi55118,,FI22982316,55118,,
Kultaiset Neliöt Oy31984,,FI16440174,31984,,
Kultajousi Oy19494,,FI2221632,19494,,
Kultakeskus Oy17311,,FI4149419,17311,,
"Kultaoptiikka, S & V Kemppainen Ky24157",,FI1908205,24157,,
KultaRahaksi Oy50780,,FI22663411,50780,,
Kultaranta Golf Oy Naantali34269,,FI20411878,34269,,
Kultaranta Resort Oy50547,,FI22369642,50547,,
Kultaseppä Riihijärvi Ky55059,,FI16554358,55059,,
Kultasepänliike Esko Lindroos Oy32537,,FI1366987,32537,,
Kultasepänliike Feeniks57850,,FI19830995,57850,,
Kultasepänliike Qiva Oy56065,,FI19526379,56065,,
Kultasepänliike Suokko28593,,FI10209529,28593,,
Kultasuklaa Oy17660,,FI8324069,17660,,
Kulta-Tiimi Oy19736,,FI1401164,19736,,
Kulttuurialan konsulttipalvelut L. Tuomi-Nikula54482,,FI14120599,54482,,
Kulttuuripalvelu Kaiku Ky36053,,FI15499932,36053,,
Kuluttajaliitto - Konsumentförbundet ry52027,,FI8961084,52027,,
Kumielo Oy57307,,FI24263585,57307,,
Kunnes Oy53806,,FI18974137,53806,,
Kunta-asunnot Oy37375,,FI16566113,37375,,
Kuntamaisema Oy53505,,FI21989073,53505,,
Kunto- ja Liikuntakeskus Viilinki Oy56512,,FI19734362,56512,,
Kuntokeskus Garden Gym Oy36832,,FI6342810,36832,,
Kuntokeskus Kaisla Oy51568,,FI20350390,51568,,
Kuntokeskus Kivaolo Oy51529,,FI15751077,51529,,
Kuntoklubi Marko Rainio Ky54720,,FI10673356,54720,,
Kuntokumppanit Oy15347,,FI5946268,15347,,
KUNTOPOLKU OY4340,,FI1764715,4340,,
Kuntoranta Oy24634,,FI15612042,24634,,
Kuntosavotta Osuuskunta56442,,FI25031161,56442,,
Kuntoutumis- ja Liikuntasäätiö Peurunka32757,,FI1765056,32757,,
